alert_id,typology,rule_id,risk_score,priority,status,alert_date,customer_name,risk_rating,is_pep,nationality,amount,transaction_type,transaction_date,counterparty_country
ALT_5C93ED421D,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Amanda Jones,low,0,FR,10376.24,wire_transfer,2026-05-12 19:04:20,US
ALT_30C3C05CB7,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Keith Jacobs,low,0,CA,10849.07,ach_transfer,2025-09-01 19:04:20,US
ALT_DC322835A1,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Brittany Kim,low,0,FR,10862.39,ach_transfer,2025-11-18 19:04:20,US
ALT_0C31585710,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Cynthia Wallace,low,0,AU,10958.47,wire_transfer,2026-05-04 19:04:20,US
ALT_4EA4181730,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Ashley Gordon,low,0,JP,11013.65,wire_transfer,2025-08-12 19:04:20,US
ALT_91FBBE778F,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Ashley Graham,low,0,DE,11194.32,wire_transfer,2026-03-13 19:04:20,US
ALT_D4C71167C3,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Justin Johnson,low,0,DE,11252.46,ach_transfer,2025-07-01 19:04:20,NL
ALT_015B310BC5,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Kevin Pacheco,low,0,AU,11273.93,ach_transfer,2025-08-13 19:04:20,US
ALT_2DA025D3CA,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Tracy Ballard,low,0,DE,11326.04,ach_transfer,2026-01-12 19:04:20,US
ALT_7A4D663DE5,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Peter Garrett,low,0,NL,11351.41,ach_transfer,2026-05-05 19:04:20,US
ALT_141EE6E0B5,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Matthew Smith,low,0,FR,11354.19,ach_transfer,2025-06-05 19:04:20,US
ALT_2DCF9AD93F,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Barbara Dudley,low,0,SG,11406.08,ach_transfer,2025-12-26 19:04:20,US
ALT_5D2698170D,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Christina Smith,low,0,NL,11786.26,ach_transfer,2025-08-05 19:04:20,US
ALT_12E2333969,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Ryan Richardson,low,0,AU,11942.37,ach_transfer,2026-04-24 19:04:20,US
ALT_09995D4954,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Tyler Reid,low,0,JP,11961.42,ach_transfer,2025-06-15 19:04:20,US
ALT_3A42302275,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Kerry Chavez DDS,low,0,DE,11989.21,ach_transfer,2025-10-24 19:04:20,US
ALT_39C60AEBF4,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Andrew Avila,low,0,DE,12630.97,wire_transfer,2026-01-31 19:04:20,US
ALT_E7D70A0F6C,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Andrew Avila,low,0,DE,12732.78,wire_transfer,2026-03-23 19:04:20,US
ALT_D0A3730C2A,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Stephanie Williams,low,0,DE,12918.12,wire_transfer,2025-12-31 19:04:20,US
ALT_CDD9E5E446,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Sherri Baker,low,0,AU,12946.49,ach_transfer,2025-08-24 19:04:20,DE
ALT_2FDBBBAD76,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Cody Larson,low,0,JP,12961.11,ach_transfer,2025-09-08 19:04:20,US
ALT_D9F325A76B,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Michael Stewart,low,0,US,12993.91,wire_transfer,2026-05-24 19:04:20,CA
ALT_FD8D44B4A6,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Donna Hendricks DDS,low,0,FR,13070.69,ach_transfer,2025-09-24 19:04:20,US
ALT_6F258BA4FF,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Steven Cooper,low,0,CA,13190.65,ach_transfer,2025-07-23 19:04:20,US
ALT_790C605F93,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Ronnie Jimenez,low,0,US,13279.78,ach_transfer,2025-12-05 19:04:20,US
ALT_9F5F8E8965,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Robert Montgomery,low,0,NL,13592.6,wire_transfer,2025-06-26 19:04:20,US
ALT_1F146D7F40,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Richard Camacho,low,0,AU,13729.95,wire_transfer,2025-09-09 19:04:20,US
ALT_14974A004B,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Jacob Preston,low,0,CH,13856.14,ach_transfer,2026-02-24 19:04:20,US
ALT_6CF06FF11B,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Pamela Jackson,low,0,AU,13868.63,wire_transfer,2025-10-06 19:04:20,US
ALT_7E2CAE46CF,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Michelle Jacobs,low,0,US,13949.39,wire_transfer,2026-05-20 19:04:20,US
ALT_F439C325C4,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Cody Larson,low,0,JP,14001.93,wire_transfer,2025-10-04 05:04:20,VE
ALT_EC92D23EBC,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Laura Curtis,low,0,CH,14034.53,ach_transfer,2025-10-26 19:04:20,US
ALT_BF5F3C6E20,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Teresa Taylor,low,0,DE,14053.68,ach_transfer,2026-03-09 19:04:20,US
ALT_DA6ED8634B,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Teresa Taylor,low,0,DE,14053.68,ach_transfer,2026-03-09 19:04:20,US
ALT_5FA0394C88,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Diane Evans,low,0,DE,14147.82,ach_transfer,2025-06-15 19:04:20,US
ALT_541CF5B509,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Melissa Taylor,low,0,NL,14246.05,ach_transfer,2026-04-28 19:04:20,US
ALT_A02A040E7C,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Michael Henry,low,0,SG,14315.83,wire_transfer,2025-10-13 19:04:20,US
ALT_04D2BF00FB,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,William Herrera,low,0,SG,14431.95,ach_transfer,2025-09-09 19:04:20,US
ALT_677EE4895B,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Audrey Harris,low,0,CA,14634.49,ach_transfer,2026-03-28 19:04:20,US
ALT_62856421F0,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Gina Wilson,low,0,FR,14727.53,ach_transfer,2025-12-25 19:04:20,US
ALT_6F488754BF,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Matthew Smith,low,0,FR,14750.7,ach_transfer,2025-09-01 19:04:20,US
ALT_C4523D3369,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Bradley Robertson,low,0,DE,14803.98,wire_transfer,2025-06-13 19:04:20,US
ALT_71D40A249A,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Kristen Garcia,low,0,GB,14804.37,ach_transfer,2025-06-18 19:04:20,US
ALT_E4FA12C109,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Steven Cooper,low,0,CA,16502.19,wire_transfer,2025-10-14 19:04:20,US
ALT_35C867DF2A,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Kimberly Ball,low,0,DE,16568.31,wire_transfer,2025-10-19 19:04:20,FR
ALT_483B30D9BA,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Dawn Fletcher,low,0,SG,22807.11,wire_transfer,2025-08-09 19:04:20,FR
ALT_134FCA6606,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Spencer Haynes,low,0,DE,30403.1,wire_transfer,2025-09-13 19:04:20,CH
ALT_8F7BA54CAC,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Robert Montgomery,low,0,NL,30880.09,wire_transfer,2025-09-15 19:04:20,GB
ALT_D7913F5132,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Eric Key,low,0,SG,35076.06,wire_transfer,2025-08-16 19:04:20,NL
ALT_0ADDD4910B,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Elizabeth Jones,low,0,NL,36670.76,wire_transfer,2026-01-08 19:04:20,CA
ALT_74F8E73E3D,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Paul Thompson,low,0,CH,38054.94,wire_transfer,2026-01-09 19:04:20,SG
ALT_2F5AF1028C,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Thomas Peterson,low,0,SG,40784.18,wire_transfer,2026-02-13 19:04:20,SG
ALT_D375D1E9B2,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Matthew Hoover,low,0,US,46055.8,wire_transfer,2025-11-10 19:04:20,JP
ALT_6B3125B933,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Kristen Myers DDS,low,0,FR,47673.39,wire_transfer,2025-11-05 19:04:20,CA
ALT_D2CFBA5F2D,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Eric Nolan,low,0,CH,47957.32,wire_transfer,2026-05-05 19:04:20,NL
ALT_D84EB762DA,round_tripping,AML-004,85.0,critical,open,2026-06-02 19:04:21,Donna Hendricks DDS,low,0,FR,48138.94,wire_transfer,2025-11-06 19:04:20,SG
ALT_AD972882FB,high_risk_jurisdiction,AML-006,84.5,high,open,2026-06-02 19:04:21,Joshua Ruiz,high,0,SY,13985.83,wire_transfer,2025-10-19 19:04:20,KP
ALT_3CB5042442,high_risk_jurisdiction,AML-006,84.5,high,open,2026-06-02 19:04:21,Victor Morris,high,0,SY,39510.51,wire_transfer,2025-12-25 15:04:20,VE
ALT_E8C355A477,velocity_spike,AML-005,82.8,high,open,2026-06-02 19:04:21,Timothy Wong,medium,0,GB,69915.05,wire_transfer,2025-11-23 23:04:20,KP
ALT_B6A5C63298,high_risk_jurisdiction,AML-006,82.0,high,open,2026-06-02 19:04:21,Sean Henry,low,0,NL,50644.01,wire_transfer,2025-08-18 00:04:20,VE
ALT_868C612066,high_risk_jurisdiction,AML-006,82.0,high,open,2026-06-02 19:04:21,Donna Hendricks DDS,low,0,FR,51217.02,wire_transfer,2026-03-06 23:04:20,YE
ALT_9A020980E6,high_risk_jurisdiction,AML-006,82.0,high,open,2026-06-02 19:04:21,Sarah Moore,low,0,SG,53727.07,wire_transfer,2026-03-02 03:04:20,YE
ALT_CD401ECDF5,high_risk_jurisdiction,AML-006,82.0,high,open,2026-06-02 19:04:21,Rickey Li,low,0,NL,61313.45,wire_transfer,2025-11-24 01:04:20,CU
ALT_FF8A65E5BA,high_risk_jurisdiction,AML-006,82.0,high,open,2026-06-02 19:04:21,Cameron Fisher,low,0,NL,68539.51,wire_transfer,2025-12-20 03:04:20,KP
ALT_A7FF0E7E4E,layering,AML-003,80.6,high,open,2026-06-02 19:04:20,Jennifer Robertson,high,0,YE,10327.31,ach_transfer,2025-07-30 19:04:20,US
ALT_34FBD4487A,layering,AML-003,80.6,high,open,2026-06-02 19:04:20,Aaron Hayes,high,0,MM,13076.67,ach_transfer,2026-03-15 19:04:20,IR
ALT_25D404C3BE,layering,AML-003,80.6,high,open,2026-06-02 19:04:20,Daniel Hahn,high,0,IR,14189.79,wire_transfer,2026-04-13 19:04:20,US
ALT_81F4799BDC,layering,AML-003,80.6,high,open,2026-06-02 19:04:20,Benjamin Soto,high,0,SY,14421.61,wire_transfer,2025-12-30 19:04:20,US
ALT_A9267E4E3C,smurfing,AML-002,80.0,high,open,2026-06-02 19:04:20,Angela Griffin,low,0,CH,2679.34,ach_transfer,2026-04-28 20:42:20,US
ALT_BD117BF317,smurfing,AML-002,80.0,high,open,2026-06-02 19:04:20,Angela Griffin,low,0,CH,2663.74,ach_transfer,2026-04-28 20:38:20,US
ALT_5C57E7BC6B,smurfing,AML-002,80.0,high,open,2026-06-02 19:04:20,Angela Griffin,low,0,CH,2665.61,ach_transfer,2026-04-28 20:28:20,US
ALT_250EEC894C,smurfing,AML-002,80.0,high,open,2026-06-02 19:04:20,Angela Griffin,low,0,CH,2727.48,ach_transfer,2026-04-28 20:41:20,US
ALT_102B3C1A01,layering,AML-003,75.0,high,open,2026-06-02 19:04:20,Maria Parker,low,0,SG,20613.37,wire_transfer,2025-10-02 20:04:20,YE
ALT_03750C8608,layering,AML-003,75.0,high,open,2026-06-02 19:04:20,Brenda Wright,low,0,DE,21066.46,wire_transfer,2026-04-14 19:04:20,US
ALT_CB962E5B0B,layering,AML-003,75.0,high,open,2026-06-02 19:04:20,Diane Evans,low,0,DE,21396.76,wire_transfer,2025-10-02 15:04:20,US
ALT_CDEE2BCA96,layering,AML-003,75.0,high,open,2026-06-02 19:04:20,Jason Love,low,0,US,23045.07,wire_transfer,2025-08-10 19:04:20,FR
ALT_6DE909682D,layering,AML-003,75.0,high,open,2026-06-02 19:04:20,Julia Torres,low,0,AU,23662.52,wire_transfer,2026-04-14 13:04:20,RU
ALT_88C7EC368B,layering,AML-003,75.0,high,open,2026-06-02 19:04:20,Donna Landry,low,0,GB,24431.17,wire_transfer,2026-04-14 07:04:20,US
ALT_7B08C5A28C,layering,AML-003,75.0,high,open,2026-06-02 19:04:20,Jodi Roach,low,0,SG,29669.48,wire_transfer,2026-05-03 19:04:20,AU
ALT_995ED0C07F,layering,AML-003,75.0,high,open,2026-06-02 19:04:20,Jason Beck,low,0,AU,29724.58,internal_transfer,2026-02-01 20:04:20,YE
ALT_390C8876FA,layering,AML-003,75.0,high,open,2026-06-02 19:04:20,Allison Hill,low,0,CA,30705.15,wire_transfer,2025-10-03 13:04:20,US
ALT_D8D18310AA,layering,AML-003,75.0,high,open,2026-06-02 19:04:20,Michael Henry,low,0,SG,32813.92,internal_transfer,2025-10-03 06:04:20,CU
ALT_9BE7FD3B87,layering,AML-003,75.0,high,open,2026-06-02 19:04:20,Katherine Davis,low,0,AU,34385.94,wire_transfer,2025-08-17 19:04:20,CA
ALT_06BA99D5F2,layering,AML-003,75.0,high,open,2026-06-02 19:04:20,Riley Bryant,low,0,US,34762.06,wire_transfer,2025-12-18 06:04:20,MM
ALT_C40913F910,layering,AML-003,75.0,high,open,2026-06-02 19:04:20,Donna Hendricks DDS,low,0,FR,35449.66,internal_transfer,2026-02-01 16:04:20,MM
ALT_D29BB971A7,layering,AML-003,75.0,high,open,2026-06-02 19:04:20,Amanda Jones,low,0,FR,36719.52,internal_transfer,2025-10-03 03:04:20,US
ALT_422A078085,layering,AML-003,75.0,high,open,2026-06-02 19:04:20,Nicholas Martin,low,0,FR,36983.62,internal_transfer,2025-12-17 23:04:20,US
ALT_33D655C0D7,layering,AML-003,75.0,high,open,2026-06-02 19:04:20,Evelyn Galvan,low,0,CH,37153.13,internal_transfer,2026-02-01 05:04:20,US
ALT_EF5355C9CE,layering,AML-003,75.0,high,open,2026-06-02 19:04:20,Gabrielle Davis,low,0,CH,37188.21,internal_transfer,2025-08-18 05:04:20,MM
ALT_FE1A30D4A4,layering,AML-003,75.0,high,open,2026-06-02 19:04:20,Samuel Jones,low,0,US,41506.46,wire_transfer,2025-12-17 13:04:20,YE
ALT_806FC740DE,layering,AML-003,75.0,high,open,2026-06-02 19:04:20,Nicholas Martin,low,0,FR,43692.61,internal_transfer,2026-03-07 16:04:20,KP
ALT_A5CF4C2E85,layering,AML-003,75.0,high,open,2026-06-02 19:04:20,Christina Smith,low,0,NL,43843.7,internal_transfer,2025-12-25 19:04:20,US
ALT_DBC68CB9E5,layering,AML-003,75.0,high,open,2026-06-02 19:04:20,Jasmine Beltran,low,0,US,44084.85,internal_transfer,2025-08-18 13:04:20,RU
ALT_ECA448EDEB,layering,AML-003,75.0,high,open,2026-06-02 19:04:20,Nicole Brown,low,0,GB,45383.69,internal_transfer,2025-08-18 03:04:20,US
ALT_B673F79DE6,layering,AML-003,75.0,high,open,2026-06-02 19:04:20,Gabriel Juarez,low,0,US,47080.3,wire_transfer,2025-11-07 19:04:20,FR
ALT_F4D7B35EAF,layering,AML-003,75.0,high,open,2026-06-02 19:04:20,Dylan Cruz,low,0,NL,48014.74,internal_transfer,2025-08-18 05:04:20,US
ALT_3F72BCF25C,layering,AML-003,75.0,high,open,2026-06-02 19:04:20,Alexis Herrera,low,0,SG,48264.86,internal_transfer,2026-03-07 01:04:20,US
ALT_CB2F2767AA,layering,AML-003,75.0,high,open,2026-06-02 19:04:20,Thomas Peterson,low,0,SG,49002.04,internal_transfer,2026-03-02 07:04:20,MM
ALT_9BAD62FFC3,high_risk_jurisdiction,AML-006,74.75,high,open,2026-06-02 19:04:21,Mrs. Rachel Gibson,medium,0,DE,22250.03,wire_transfer,2025-10-01 22:04:20,YE
ALT_4A3F7D2673,velocity_spike,AML-005,72.0,high,open,2026-06-02 19:04:21,Jasmine Beltran,low,0,US,44084.85,internal_transfer,2025-08-18 13:04:20,RU
ALT_A214B11237,velocity_spike,AML-005,72.0,high,open,2026-06-02 19:04:21,Sean Henry,low,0,NL,50644.01,wire_transfer,2025-08-18 00:04:20,VE
ALT_44304C8E3E,velocity_spike,AML-005,72.0,high,open,2026-06-02 19:04:21,Patrick Rivera,low,0,CA,55988.7,internal_transfer,2026-01-21 02:04:20,VE
ALT_BAF56C0DA0,velocity_spike,AML-005,72.0,high,open,2026-06-02 19:04:21,Bianca Wood,low,0,US,60956.92,wire_transfer,2025-12-20 01:04:20,US
ALT_DCD560D412,velocity_spike,AML-005,72.0,high,open,2026-06-02 19:04:21,Rickey Li,low,0,NL,61313.45,wire_transfer,2025-11-24 01:04:20,CU
ALT_F33BBAD552,velocity_spike,AML-005,72.0,high,open,2026-06-02 19:04:21,Maurice Brooks,low,0,FR,63574.62,wire_transfer,2026-04-18 23:04:20,US
ALT_5D77E4806B,velocity_spike,AML-005,72.0,high,open,2026-06-02 19:04:21,Cameron Fisher,low,0,NL,68539.51,wire_transfer,2025-12-20 03:04:20,KP
ALT_65ADCBFD85,velocity_spike,AML-005,71.5,high,open,2026-06-02 19:04:21,Shannon Johnston,high,0,IR,8673.72,cash_deposit,2026-02-25 23:04:20,US
ALT_4C499B71BC,velocity_spike,AML-005,71.5,high,open,2026-06-02 19:04:21,Shannon Johnston,high,0,IR,9928.21,cash_deposit,2026-02-25 03:04:20,US
ALT_0DBCA8F18E,velocity_spike,AML-005,71.5,high,open,2026-06-02 19:04:21,Sergio Gomez,high,0,MM,21630.32,internal_transfer,2025-09-10 05:04:20,US
ALT_4185C044AD,velocity_spike,AML-005,71.5,high,open,2026-06-02 19:04:21,Victor Morris,high,0,SY,39510.51,wire_transfer,2025-12-25 15:04:20,VE
ALT_0D5EDD73A7,velocity_spike,AML-005,71.5,high,open,2026-06-02 19:04:21,Courtney Smith,high,0,MM,40482.87,wire_transfer,2026-02-20 19:04:20,AU
ALT_0D14EF90E6,velocity_spike,AML-005,71.5,high,open,2026-06-02 19:04:21,Benjamin Soto,high,0,SY,41671.5,wire_transfer,2026-02-15 19:04:20,FR
ALT_8A0E7533A2,velocity_spike,AML-005,71.5,high,open,2026-06-02 19:04:21,Kylie Morales,high,0,KP,50410.86,internal_transfer,2025-08-18 03:04:20,VE
ALT_EB79AB186E,velocity_spike,AML-005,71.5,high,open,2026-06-02 19:04:21,Jesse Brown,high,0,VE,50993.58,wire_transfer,2025-12-21 11:04:20,RU
ALT_F872E1AE9E,layering,AML-003,71.3,high,open,2026-06-02 19:04:20,Mary Massey,medium,0,DE,12108.29,wire_transfer,2025-08-10 19:04:20,CA
ALT_621F7E4ACC,layering,AML-003,71.3,high,open,2026-06-02 19:04:20,Regina Roberts,medium,0,CH,17136.2,internal_transfer,2025-09-10 23:04:20,US
ALT_1308E72542,high_risk_jurisdiction,AML-006,65.0,high,open,2026-06-02 19:04:21,Paul Castaneda,low,0,JP,10495.09,wire_transfer,2025-09-11 19:04:20,IR
ALT_57B966900E,high_risk_jurisdiction,AML-006,65.0,high,open,2026-06-02 19:04:21,Angelica Keith,low,0,GB,10821.43,wire_transfer,2025-09-08 19:04:20,IR
ALT_F2DD609F34,high_risk_jurisdiction,AML-006,65.0,high,open,2026-06-02 19:04:21,Kathleen Mays,low,0,NL,10911.36,wire_transfer,2025-10-31 00:04:20,CU
ALT_6B13355191,high_risk_jurisdiction,AML-006,65.0,high,open,2026-06-02 19:04:21,Ashley Weiss,low,0,JP,12252.7,wire_transfer,2025-09-26 19:04:20,KP
ALT_37827C504D,high_risk_jurisdiction,AML-006,65.0,high,open,2026-06-02 19:04:21,Cody Larson,low,0,JP,14001.93,wire_transfer,2025-10-04 05:04:20,VE
ALT_E86FB02440,high_risk_jurisdiction,AML-006,65.0,high,open,2026-06-02 19:04:21,Amber Taylor,low,0,FR,14030.41,wire_transfer,2026-03-13 19:04:20,IR
ALT_713C7ADB7B,high_risk_jurisdiction,AML-006,65.0,high,open,2026-06-02 19:04:21,Sherry Wood,low,0,NL,14162.95,wire_transfer,2025-12-24 19:04:20,KP
ALT_AB412E1D6E,high_risk_jurisdiction,AML-006,65.0,high,open,2026-06-02 19:04:21,Nicole Brown,low,0,GB,14320.29,wire_transfer,2026-05-31 19:04:20,KP
ALT_0404071396,high_risk_jurisdiction,AML-006,65.0,high,open,2026-06-02 19:04:21,Lisa Randall,low,0,JP,15771.42,wire_transfer,2025-10-03 22:04:20,YE
ALT_B49479B34A,high_risk_jurisdiction,AML-006,65.0,high,open,2026-06-02 19:04:21,Travis Miller,low,0,AU,16077.65,wire_transfer,2025-12-28 19:04:20,RU
ALT_494BDA3B51,high_risk_jurisdiction,AML-006,65.0,high,open,2026-06-02 19:04:21,Maria Parker,low,0,SG,16092.23,wire_transfer,2026-03-27 07:04:20,SY
ALT_9B8D5E9D93,high_risk_jurisdiction,AML-006,65.0,high,open,2026-06-02 19:04:21,Maria Parker,low,0,SG,20613.37,wire_transfer,2025-10-02 20:04:20,YE
ALT_CFF50B2EBA,high_risk_jurisdiction,AML-006,65.0,high,open,2026-06-02 19:04:21,Julia Torres,low,0,AU,23662.52,wire_transfer,2026-04-14 13:04:20,RU
ALT_571C87B0F7,high_risk_jurisdiction,AML-006,65.0,high,open,2026-06-02 19:04:21,Natasha Williams,low,0,SG,25679.9,wire_transfer,2026-04-14 03:04:20,IR
ALT_1428951CDB,high_risk_jurisdiction,AML-006,65.0,high,open,2026-06-02 19:04:21,Riley Bryant,low,0,US,34762.06,wire_transfer,2025-12-18 06:04:20,MM
ALT_429674F1A9,high_risk_jurisdiction,AML-006,65.0,high,open,2026-06-02 19:04:21,Samuel Jones,low,0,US,41506.46,wire_transfer,2025-12-17 13:04:20,YE
ALT_55A62481E9,high_risk_jurisdiction,AML-006,65.0,high,open,2026-06-02 19:04:21,Barbara Dudley,low,0,SG,45388.95,wire_transfer,2025-10-01 22:04:20,IR
ALT_D76AD7109F,velocity_spike,AML-005,63.25,medium,open,2026-06-02 19:04:21,William Becker,medium,0,NL,11283.24,check_deposit,2025-08-27 19:04:20,CA
ALT_3ECF79C95F,velocity_spike,AML-005,63.25,medium,open,2026-06-02 19:04:21,Andrew Payne,medium,0,AU,12551.87,wire_transfer,2026-02-01 19:04:20,US
ALT_49049ABF16,velocity_spike,AML-005,63.25,medium,open,2026-06-02 19:04:21,Andrew Payne,medium,0,AU,13005.61,wire_transfer,2026-02-01 19:04:20,US
ALT_7FE5341CB0,velocity_spike,AML-005,63.25,medium,open,2026-06-02 19:04:21,William Becker,medium,0,NL,13379.68,ach_transfer,2025-08-27 19:04:20,US
ALT_2005336BE3,velocity_spike,AML-005,63.25,medium,open,2026-06-02 19:04:21,Mrs. Rachel Gibson,medium,0,DE,22250.03,wire_transfer,2025-10-01 22:04:20,YE
ALT_5347A6AE6A,velocity_spike,AML-005,63.25,medium,open,2026-06-02 19:04:21,Sarah Curtis,medium,0,JP,34896.93,wire_transfer,2025-08-15 19:04:20,AU
ALT_705F9132AE,velocity_spike,AML-005,63.25,medium,open,2026-06-02 19:04:21,Erik Charles,medium,0,SG,34930.27,internal_transfer,2025-08-19 07:04:20,US
ALT_5F64844FBA,velocity_spike,AML-005,63.25,medium,open,2026-06-02 19:04:21,Robert Potter,medium,0,JP,37990.61,internal_transfer,2025-10-01 22:04:20,IR
ALT_4D537D9C86,velocity_spike,AML-005,63.25,medium,open,2026-06-02 19:04:21,Timothy Wong,medium,0,GB,47313.44,wire_transfer,2026-05-08 19:04:20,US
ALT_E531912462,velocity_spike,AML-005,63.25,medium,open,2026-06-02 19:04:21,Anita Richard,medium,0,DE,48095.27,internal_transfer,2025-12-25 07:04:20,MM
ALT_EBCEA3BE36,velocity_spike,AML-005,63.25,medium,open,2026-06-02 19:04:21,Amanda Ortiz,medium,0,SG,53242.02,internal_transfer,2025-12-25 01:04:20,US
ALT_E08FA4DD28,velocity_spike,AML-005,63.25,medium,open,2026-06-02 19:04:21,Richard Glenn,medium,0,FR,60554.08,internal_transfer,2026-04-19 01:04:20,IR
ALT_7F272F0426,layering,AML-003,62.0,medium,open,2026-06-02 19:04:20,Tyler Reid,low,0,JP,10126.48,internal_transfer,2025-10-31 05:04:20,US
ALT_F91FA40001,layering,AML-003,62.0,medium,open,2026-06-02 19:04:20,Elizabeth Jones,low,0,NL,11494.49,internal_transfer,2025-09-04 19:04:20,US
ALT_1FE653D92F,layering,AML-003,62.0,medium,open,2026-06-02 19:04:20,Eric Key,low,0,SG,14136.97,ach_transfer,2026-03-30 19:04:20,US
ALT_6FF1DA2D2C,layering,AML-003,62.0,medium,open,2026-06-02 19:04:20,Glen Wood,low,0,AU,14186.05,wire_transfer,2026-03-27 23:04:20,US
ALT_C932E23868,layering,AML-003,62.0,medium,open,2026-06-02 19:04:20,Peter Garrett,low,0,NL,14710.91,internal_transfer,2025-10-04 15:04:20,US
ALT_DE3AC4CEF8,layering,AML-003,62.0,medium,open,2026-06-02 19:04:20,Travis Miller,low,0,AU,16077.65,wire_transfer,2025-12-28 19:04:20,RU
ALT_610B311C0B,layering,AML-003,62.0,medium,open,2026-06-02 19:04:20,Kimberly Ball,low,0,DE,16568.31,wire_transfer,2025-10-19 19:04:20,FR
ALT_807F71B27C,layering,AML-003,62.0,medium,open,2026-06-02 19:04:20,John Hardy,low,0,SG,16647.71,internal_transfer,2025-12-28 01:04:20,US
ALT_2311A12ED2,layering,AML-003,62.0,medium,open,2026-06-02 19:04:20,Teresa Taylor,low,0,DE,17071.92,internal_transfer,2025-10-04 09:04:20,US
ALT_EA6AB9C5BC,layering,AML-003,62.0,medium,open,2026-06-02 19:04:20,Jordan Edwards,low,0,US,18000.25,wire_transfer,2026-03-27 07:04:20,US
ALT_C5AC4052F4,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Hannah Patterson,low,0,AU,7570.74,internal_transfer,2026-05-11 19:04:20,US
ALT_EF2CD05750,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Michael Stewart,low,0,US,8449.39,ach_transfer,2026-02-02 19:04:20,US
ALT_A849699462,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Michael Stewart,low,0,US,11293.45,cash_withdrawal,2026-02-02 19:04:20,US
